31,14
64,49
47,57
31,13
65,53
55,59
26,35
27,17
45,66
2,3
53,58
55,61
27,1
35,19
15,19
46,51
39,27
54,51
7,13
65,61
53,57
13,10
61,50
57,61
53,17
25,19
57,50
62,65
59,63
25,10
61,69
36,21
67,61
48,67
53,59
55,60
9,5
21,9
47,63
31,25
10,35
34,19
6,3
25,20
29,12
29,7
63,53
69,37
29,29
8,7
61,60
29,37
62,43
62,33
69,29
43,4
19,24
9,19
45,60
27,22
19,5
49,52
22,7
29,5
31,21
61,55
9,13
27,9
63,69
35,17
38,59
58,59
33,11
6,25
49,55
31,27
24,37
65,49
61,43
21,37
64,67
65,32
31,4
25,22
7,35
28,31
2,9
18,33
5,27
61,46
66,57
9,4
25,17
4,1
29,13
67,52
65,57
35,11
10,17
2,7
67,31
21,34
3,8
9,23
19,6
27,26
17,10
33,6
8,15
67,64
11,9
44,51
27,10
8,13
45,51
3,1
33,26
65,30
15,33
23,3
28,3
23,20
32,23
63,54
27,23
47,53
67,49
11,8
13,4
32,1
44,19
54,59
41,65
27,6
19,31
25,1
39,21
32,31
53,63
69,41
47,61
41,4
20,23
11,14
61,30
59,61
53,53
65,54
65,65
7,9
19,1
29,9
45,53
67,69
31,7
20,39
38,15
65,45
67,35
21,41
6,15
63,51
50,65
64,45
15,12
12,11
61,63
37,7
41,7
4,5
27,35
23,40
45,59
36,27
41,0
24,9
27,33
24,15
46,63
49,61
11,15
23,13
17,32
23,41
63,28
38,51
5,17
24,5
20,29
59,50
55,56
17,19
59,64
3,3
37,19
35,14
29,23
48,57
69,43
57,62
5,15
69,66
64,65
38,23
7,23
9,11
7,20
33,8
58,65
59,59
5,21
17,28
3,5
19,25
26,17
67,36
55,63
68,41
39,9
17,5
18,35
59,35
21,15
6,27
33,9
22,11
41,13
18,13
25,25
23,15
43,51
3,25
67,46
70,43
53,52
43,50
34,3
39,4
19,21
10,11
31,1
63,32
31,31
22,25
69,53
22,23
65,69
29,3
15,17
51,59
16,3
1,25
37,8
57,49
51,49
43,5
40,15
57,35
28,27
35,0
31,16
68,53
59,53
63,43
30,23
26,31
47,54
41,17
51,67
17,23
41,3
65,47
57,51
33,10
3,18
17,22
32,25
69,40
13,7
36,13
57,67
39,55
69,44
61,67
35,4
68,61
17,24
65,39
29,31
24,31
29,36
5,8
23,19
31,15
5,2
7,28
1,1
35,23
41,19
61,31
23,35
21,39
21,13
66,33
57,65
27,12
41,9
7,4
5,6
61,48
65,44
51,65
68,59
35,24
60,49
45,19
47,8
27,29
39,1
28,19
59,68
19,35
8,11
61,59
24,33
68,33
19,2
7,12
37,13
27,5
14,9
61,57
1,21
41,15
3,48
67,65
15,5
5,7
51,53
69,45
64,35
29,17
68,57
41,56
65,55
25,18
10,9
66,61
3,15
41,11
19,17
33,12
26,23
4,19
3,42
61,49
54,55
41,62
3,22
59,65
67,45
67,57
67,50
43,55
21,4
61,47
35,5
70,69
51,55
29,15
63,44
21,5
67,54
9,30
65,43
17,9
17,35
19,3
18,9
67,33
34,21
65,26
17,15
56,63
25,2
9,25
47,59
37,12
39,14
17,1
25,27
21,21
27,19
66,63
41,1
9,21
49,58
50,55
5,47
56,55
8,1
20,13
21,18
69,58
35,9
21,2
17,0
35,6
33,13
46,61
26,33
63,33
24,13
37,55
